Stock Price,Total Debt,Cash,Revenues: Last yr,Invested Capital,Reinvestment Rate,ROE,ROC,Net Margin,Invested Capital,BV of Assets,Net Income,EBIT,EBITDA,FCFF,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,Trailing Revenues,Trailing Net Income,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital
21.37,6887,273,39897,1.2,-0.03,0.09,0.13,0.01,12035,18311,474,2329.98,3430.98,1562.1,0.02,0.01,0.01,1050,1101,41254,474,0.17,0.57,0.88,0.47,0.56
40.98,9400,184,24885,1.22,-0.38,0.06,0.06,0.03,20102,33341,645.8,2831.91,4168.91,1558.09,0.01,0.01,0.01,1289,1337,21783,645.8,0.2,0.4,0.62,0.38,0.47
12.43,6319.4,6968.7,17095,1.85,-0.03,0.08,0.22,0.04,8617.1,32248.8,750.6,1952.25,2574.55,1975.37,0.3,0.42,0.22,513,622.3,16669.7,750.6,0.31,0.05,0.38,0.28,0.41
29.56,6300,457,23478,1.65,0.04,0.1,0.13,0.06,19198,32609,1340.6,3390.22,4594.22,2430.91,0.01,0.02,0.01,1142,1204,25659,1340.6,0.23,0.39,0.24,0.2,0.32
129.64,988,1231.6,3913.6,20.55,-0.02,0.4,0.53,0.22,1944.3,4468.1,871.8,1325.14,1518.34,1045.62,0.03,0.3,0.28,146.2,193.2,4153.3,930.3,0.2,0.19,0.02,0.02,0.31
15.87,463.7,9.4,716.8,1.09,-0.04,-0.01,0.11,-0.01,1010.2,2372.4,-3.8,115.69,157.79,120.88,0.01,0.01,0,37.2,42.1,742.5,43.3,0.14,0.28,0.72,0.42,0.45
25.43,0,16.5,52.8,6.36,0.37,0.26,0.56,0.18,18.6,42.1,9.3,11.17,12.57,6.53,0.12,0.23,0.39,1.9,1.4,71.3,12.3,0,0.12,0,0,0
32.1,412.4,17.8,1226.6,2.04,3.64,-0.06,0.09,-0.01,677.3,1070.7,-16.8,58.26,93.06,-153.77,0.01,0.01,0.02,44.8,34.8,2176.1,60,0.06,0.4,0.42,0.29,0.59
54.24,245,42,1494.3,2.33,0.48,0.11,0.14,0.07,1107,1778,101,245.66,325.96,79.18,0.02,0.03,0.02,151,80.3,1603.7,101,0,0.64,0.1,0.09,0.21
245,952.5,128.9,148.9,2.47,5.79,-2.03,0.03,-0.25,842,1244.8,-37.3,23.29,42.09,-111.6,0.06,0.72,0.1,146.2,18.8,178.3,0.7,0,0.71,0.76,0.43,0.98
80.34,0,0,,,,,,,0,0,0,,,,,0,,0,0,228.5,62.7,,,,,
20.25,150.2,195.4,1.1,25.41,0.07,-1.61,-4.87,-98.91,22.5,248.1,-108.8,-109.57,-105.87,-102,0.25,130.27,0.79,3,3.7,1.5,-124.7,0.08,0.05,0.24,0.2,0.69
16.1,70,101,,1.93,,0.13,,,660.5,2222.7,89.4,,,,0.07,,0.05,0,0,0,97.9,0,0,0.05,0.05,0.09
1.89,0.4,10.1,,,,-0.57,,,-0.8,10.4,-5.1,,,,0.17,,0.97,0.1,0,0,0,0,0.01,0.01,0.01,0.04
89,56.5,39.3,319.8,1.28,1.3,0.08,0.14,0.07,284.7,420.2,22.5,59.29,83.89,-12.24,0.1,0.09,0.09,65.4,24.6,458.9,29.8,0,0.69,0.16,0.14,0.17
30.9,905.4,323.3,2033.4,1.98,-0.2,0.09,0.21,0.07,2334.4,2937.1,137,748.7,1146,598.43,0.07,0.16,0.11,295,397.3,2068,153.4,0.02,0.65,0.22,0.18,0.36
45.19,51.3,84.2,55.5,2.68,2.86,0.04,0.05,0.11,111.3,247.7,6.1,9.27,16.27,-11.39,0.22,1.52,0.34,24.5,7,55.5,6.1,0,0.43,0.16,0.13,0.26
6.47,1.8,69.7,172.8,18.43,-0.08,0.1,0.98,0.05,17.8,130.7,8.8,19.35,28.95,18.8,0.18,0.35,0.53,9.1,9.6,199.6,2,0,0.17,0,0,0.02
23.36,730.5,209.3,5872.4,4.04,-0.32,0.12,0.13,0.01,1268,2233.5,86,229.61,296.41,218.72,0.04,0.02,0.09,115.2,66.8,9905.8,195.9,0.22,0.4,0.16,0.14,0.49
19.12,277.6,202.6,76.1,12.13,-0.17,-1.83,-0.36,-0.82,139.1,338.9,-62.4,-49.95,-39.35,-58.59,0.11,1.72,0.6,17.8,10.6,118.1,-51.5,0,0.28,0.17,0.15,0.89
3.95,77.7,0.6,409.4,0.92,0.4,0.14,0.05,0.01,100.1,147.5,3.2,8.92,9.62,3.12,0.01,0,0,0.5,0.7,419.2,0.8,0,0.02,5.29,0.84,0.77
0.29,4.7,0,2.2,,-0.74,,0.19,-0.27,-1.7,1.4,-0.6,-0.32,-0.22,-0.56,0,0,0,0.3,0.1,2,-0.6,0,0.71,3.92,0.8,
283,0,0,,,,,,,0,0,0,,,,,,,0,0,0,293.2,,,,,
31.6,4949.7,189.5,2756.1,1.58,0.02,0.05,0.08,0.03,6262,9045.1,72.6,793.76,1093.16,493.52,0.02,0.06,0.02,265.6,299.4,3002.3,72.6,0.04,0.7,0.97,0.49,0.78
36.03,582.7,250.8,2733,5.06,0.74,-0.05,0.12,-0.01,757.8,2315.7,-23.2,87.73,163.83,22.62,0.06,0.08,0.11,49.9,76.1,3292.5,-23.2,0,0.31,0.17,0.14,0.58
57,0,27.3,80.2,1.18,0.03,0.08,0.21,0.06,32.6,78.5,4.7,8.63,11.13,6.48,0.41,0.34,0.35,2.7,2.5,80.2,4.7,0.01,0.14,0,0,0
108.08,583.2,894.8,2045.6,17.36,0.08,0.33,0.52,0.18,804.6,2257,371,595.68,663.98,384.37,0.06,0.39,0.4,96.4,68.3,2280.5,371,0.03,0.21,0.04,0.04,0.34
0.86,0,2.1,15.1,3.47,-2.24,0.25,0.45,0.09,3,5.9,1.3,2.31,2.41,4.34,0.17,,0.36,0,0.1,0,0,0,0.02,0,0,0
44,392,194.1,751.4,1.86,0.15,0.06,0.11,0.05,828.4,1431.4,38.5,149.53,199.23,77.52,0.11,0.26,0.14,63,49.7,759.3,38.5,0,0.62,0.29,0.23,0.38
28.75,495.7,55,1017.5,2.12,0.05,0.1,0.21,0.03,793.4,1529.4,33.8,170.84,182.14,159.02,0.03,0.05,0.04,4.5,11.3,1075.9,55.2,0.21,0.03,0.4,0.28,0.58
56.54,407.5,2550.6,3026.9,1.19,-0.36,0.17,0.51,0.23,2083.5,8779.3,705.2,1122.98,1476.78,1443.84,0.51,0.81,0.29,57.3,353.8,3155.9,705.2,0.36,0.02,0.09,0.08,0.09
35.56,437.6,84.4,1257.4,2.73,0.04,0.12,0.13,0.08,1223.7,2239.1,102.4,263.43,354.83,157.72,0.02,0.05,0.04,48.3,91.4,1564,123.5,0.42,0.07,0.15,0.13,0.33
1.14,0.4,31.5,14.6,1.85,-0.02,-0.23,-1.06,-0.62,7.5,44.2,-9,-7.93,-6.23,-8.05,0.69,1.56,0.71,0.9,1.7,20.2,-3.3,0,0.13,0.01,0.01,0.01
32.09,90.3,21.3,,1.33,,0.11,,,137.9,893.9,7.3,,,,0.1,,0.02,0,0,0,7.3,0,0,0.79,0.44,0.57
13.05,429,172.7,488.9,2.02,0.19,0.26,0.18,0.11,457.1,750.7,51.6,130.29,161.89,68.31,0.16,0.36,0.23,49.9,31.6,476.7,-11.3,0.27,0.16,0.64,0.39,0.68
5.95,0,0,,,,,,,0,0,0,,,,,0,,0,0,426.2,-4.4,,,,,
3.9,701.9,29.1,1311.4,0.99,2.87,0.05,0.06,0.01,1087.1,1404.1,19,95.73,128.73,-119.62,0.03,0.02,0.02,16.5,33,1712.6,-38.8,0.11,0.16,1.76,0.64,0.63
0.09,11,6.8,1.5,0.26,-0.68,,-0.14,-3.8,27.8,8,-5.7,-3.87,-3.87,-6.5,0.48,13.6,0.85,0.1,0,0.5,4.2,0,0.01,3.55,0.78,
37.2,180,80.6,653.3,9.28,-0.01,1.21,0.85,0.1,154.6,412.8,66.7,131.71,185.41,132.41,0.05,0.1,0.2,54.7,53.7,786,124.6,0.01,0.57,0.13,0.12,0.77
2.6,0,84.8,23.6,0.48,0.09,-0.51,-2.31,-2.11,12.6,159.5,-49.8,-29.14,-23.64,-26.61,0.93,3.77,0.53,0.8,5.5,22.5,-52.1,0.01,0.03,0,0,0
28.05,2542.8,262.6,2958.7,1.04,0.51,0.08,0.12,0.08,5329.2,8275.2,229.5,841.45,1173.65,300.81,0.05,0.09,0.03,642.2,332.2,3087.4,229.5,0,0.64,0.78,0.44,0.48
76.26,1134.1,12.8,2801.1,2.17,0.03,0.22,0.14,0.05,1807.7,3015.8,153.5,369.47,453.77,250.09,0,0,0,62.6,84.3,3012.8,163.1,0.5,0.15,0.41,0.29,0.62
29.31,1176.6,57.2,,1.6,,0.13,,,3099.2,3261,249.5,,,,0.01,,0.02,0,0,0,249.5,0,0,0.31,0.23,0.37
22.77,11.4,27.9,146.9,1.03,-1.87,0.02,0.07,0.02,113.6,197.4,2.5,10.74,15.34,22.33,0.19,0.26,0.14,7.5,4.6,107.2,-6.9,0.09,0.15,0.09,0.08,0.08
16.25,0,3,,0.9,,0.04,,,6.8,101.6,0.4,,,,0.33,,0.03,0,0,0,0.4,0,0,0,0,0
6.14,64.4,5.9,351.2,1.29,0.19,0.09,0.1,0.05,260.4,303.4,18.7,34.59,39.49,20.66,0.02,0.02,0.02,9.7,4.9,351.2,18.7,0.75,0.07,0.23,0.19,0.24
5.74,0,0.3,56.1,1.14,-0.16,0.06,0.09,0.04,38.6,46.1,2.3,3.76,4.96,4.17,0.01,0.01,0.01,0.4,1.2,57.2,2.6,0.35,0.25,0,0,0
0.6,251.3,2.5,895.2,1.22,-0.27,,0.37,-0.06,207.3,421.5,-53.9,77.26,120.16,97.79,0.01,0,0.01,22.5,42.9,904,-126.3,0.2,0.32,51.29,0.98,
4.17,14.4,0.5,62.7,1.07,0.1,0.09,0.11,0.04,38.3,54.8,2.3,6.46,8.76,3.84,0.01,0.01,0.01,1,2.3,73.7,1.9,0.38,0.24,0.54,0.35,0.37
8.77,7757,68,5362,1,0.01,0.06,0.07,0.03,10627,13493.9,155.9,1463.83,2023.13,756.92,0.01,0.01,0.01,582.9,559.3,5478.8,155.9,0.61,0.31,2.64,0.73,0.75
0.53,1,3.1,12.6,0.16,0.22,0.15,0.08,0.04,9.1,8.8,0.5,0.71,0.91,0.55,0.67,0.21,0.35,0.1,0.2,14.9,-0.2,0.24,0.01,0.28,0.22,0.23
11.65,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
12.45,30.4,7.3,47.7,3.96,1.45,0.03,0.09,0.02,58.2,80.2,0.9,7.99,11.59,-2.28,0.03,0.08,0.09,4.6,3.6,86.5,4.2,0.21,0.47,0.15,0.13,0.46
2.15,0,23.7,,453.5,,-0.91,,,0.2,26.2,-21.8,,,,0.21,,0.9,0.1,0.5,0,-21.8,0,0.04,0,0,0
2.89,72.1,31.5,402.5,0.67,-1.16,-0.44,0.03,-0.23,265.4,359.1,-91.8,7.93,22.93,17.13,0.15,0.08,0.09,5.8,15,402.5,-91.8,0.58,0.07,0.53,0.34,0.26
13.4,82.5,39.8,100.8,4.88,-0.43,0.04,0.07,0.03,121.4,194.2,3.1,8.22,13.22,11.76,0.06,0.38,0.2,1.6,5,103.8,4.1,0.07,0.01,0.15,0.13,0.51
54.08,5291,4547,,1.63,,0.14,,,22567,149725,3088,,,,0.11,,0.03,200,0,0,0,0.01,0.01,0.15,0.13,0.2
63.07,5577.4,484.9,8246.1,2.4,-0.07,0.14,0.17,0.12,12221.5,16603.7,1026.7,3272.05,4571.75,2262.2,0.02,0.05,0.03,1157.7,1299.7,9044.9,0,0.37,0.45,0.23,0.19,0.44
16,5.7,0.4,86.8,2.25,-0.52,0.11,0.18,0.02,18.9,28.1,1.5,5.47,7.97,5.06,0.01,0,0.01,0.6,2.5,89,1.8,0.23,0.18,0.15,0.13,0.3
13.36,7.2,46,4.3,33.66,-0.15,-0.71,-4.11,-7.6,7.3,66.1,-32.7,-29.97,-27.57,-34.48,0.16,6.76,0.7,9,2.4,6.8,0,0.05,0.18,0.03,0.02,0.14
19.56,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
19.21,211.7,7.4,1269.7,5.52,0.21,0.74,0.45,0.03,250.2,477.1,34.1,123.03,179.03,89.78,0.01,0.01,0.02,72,56,1389.5,38.7,0.04,0.46,0.18,0.15,0.82
2.3,0,4.9,24.8,4.74,0.89,0.11,0.2,0.07,10.8,18.8,1.8,3.36,3.86,0.23,0.09,0.16,0.26,0.6,0.5,30.5,2.5,0.01,0.18,0,0,0
0.37,0,0.1,1.9,,0.29,,0.96,-1.11,-2.1,0.1,-2.1,-2.01,-2.01,-1.43,0.01,0.04,1,0,0,2.4,-1.2,0,0,0,0,
28.41,701.7,105.2,1339.5,1.46,-0.18,0.03,0.07,0.02,1480.1,2003.8,29.5,168.78,265.18,127.03,0.05,0.07,0.05,49.3,96.4,1509.4,29.5,0.39,0.23,0.45,0.31,0.44
0.07,0.7,2.9,0.4,7.5,-0.08,-0.63,-7.88,-3.75,0.2,3.4,-1.5,-1.58,-1.58,-1.7,0.66,29,0.85,0.2,0,0.1,-4.3,0,0.06,0.19,0.16,0.23
2.69,43.7,36.4,315.9,0.99,-1.89,-0.23,-0.1,-0.02,43.6,132.8,-7.1,-4.23,-3.13,-12.22,0.46,0.11,0.27,5.6,1.1,344.9,-9.6,0,0.13,1.22,0.55,0.59
0.08,5.4,0,0.4,,1.3,,0.38,-9.75,-2.8,0.1,-3.9,-1.07,-1.07,0.33,0,0,0,0,0,0.6,-1.4,0,0,0.89,0.47,
2.03,2.9,7.4,1.2,15.23,-0.02,-0.57,-0.8,-5.83,7.8,15.5,-7,-6.25,-5.35,-6.4,0.06,2.85,0.48,0.7,0.9,2.6,-7.2,0.06,0.42,0.02,0.02,0.19
0.17,0,11.2,,0.01,,-1.56,,,48.9,11.6,-14,,,,0.97,112,0.97,0.1,0.1,0.1,-14.7,0,0.01,0,0,0
18.53,0,1203.2,1016.4,76.59,-0.04,0.2,3.57,0.25,75.4,1746.7,258,345.37,375.87,280.26,0.17,1.14,0.69,24.7,30.5,1054.8,258,0,0.09,0,0,0
0.09,0.3,0.8,,3.52,,-1.56,,,2.9,3.8,-5.3,,,,0.07,,0.21,0.4,0,0,-3.4,0.55,0.08,0.03,0.03,0.08
0.21,2.6,0.6,20.3,0.51,0.19,-0.05,-0.03,-0.01,8,13.1,-0.3,-0.22,-0.12,-0.18,0.13,0.02,0.05,0.1,0.1,24.7,-3.8,0.61,0.02,1.24,0.55,0.3
0.21,0,2.1,0.8,15,0,0,0.98,0,0.1,2.3,0,0.1,0.1,0.1,0.58,2.33,0.91,0,0,0.9,0.1,0,0.04,0,0,0
1.53,0,10,14.8,19.29,-0.6,0,0.2,0,0.7,13.5,0,0.14,0.34,0.22,0.43,0.65,0.74,0.1,0.2,15.4,-0.4,0,0.01,0,0,0
16.89,1.9,183.4,166.6,14.19,-0.5,0.08,1.06,0.1,20.7,278.2,16.7,35.9,46.5,32.82,0.38,0.96,0.66,2.7,10.6,190.5,13,0.15,0.02,0,0,0.01
74.79,20759,5744,89610,3.75,0.03,0.31,0.26,0.11,45729,101648,9420,17913.04,19520.04,11739.57,0.03,0.06,0.06,1913,1607,95744,9420,0.38,0.16,0.13,0.12,0.4
8.72,5.2,59.5,201.5,2.57,-0.25,0.01,0.09,0.01,178.5,328.5,1.2,16.42,23.92,20.6,0.11,0.29,0.18,3.4,7.5,205,-15.1,0.31,0.04,0.01,0.01,0.02
0,0,0,,,,,,,0,0,0,,,,,0,,0,0,34.4,0.2,,,,,
1.8,0,5,,13.88,,-0.15,,,0.8,5,-0.7,,,,0.31,,1,0,0,0,-1.3,0,0,0,0,0
0.55,0,0,,80.67,,-0.33,,,0.3,0.3,-0.1,,,,0,,0,0,0,0,0,1,0,0,0,0
0,1.9,0.1,3.2,,0,,0.45,-0.44,-1.5,0.7,-1.4,-0.68,-0.68,-0.68,0.03,0.03,0.14,0,0,3.2,-4,0,0.14,1.58,0.61,
0.43,2.1,0,0.1,,-0.87,,1.53,-6,-0.6,0.1,-0.6,-0.92,-0.92,-1.72,0,,0,0,0,0,0,1,0,0.3,0.23,
47.15,1857.7,1779.2,6921.1,,-0.25,,-3.42,0.05,-148.7,3248.5,348.7,508.01,583.71,635.02,0.08,0.22,0.55,89.1,75.7,8054,348.7,0.04,0.08,0.09,0.09,
13.5,5.8,7.2,,1.05,,0.09,,,11.1,146,1.1,,,,0.38,,0.05,0,0,0,1,0,0.02,0.44,0.31,0.32
49.11,0,0,,,,,,,0,0,0,,,,,0,,0,0,691.2,114.6,,,,,
77.05,791.8,20,,1.57,,0.14,,,5796.3,18585.3,725.8,,,,0,,0,0,0,0,725.8,0,0,0.1,0.09,0.14
0.53,0,20.8,2.2,0.77,0.01,-0.13,-0.81,-1.55,4.8,40.9,-3.4,-3.9,-3.6,-3.88,0.85,11.56,0.51,0,0.3,1.8,-4.7,0,0.46,0,0,0
22.89,0.6,87.6,51.8,,-0.66,0.32,-0.42,0.3,-37.5,97.5,15.6,23.62,24.62,25.93,0.18,1.34,0.9,1.9,1,65.6,23.1,0,0.04,0,0,0.01
15.5,0,97.9,18.7,9.12,-0.49,-0.02,0.51,-0.1,6.9,129.7,-1.9,3.52,4.42,5.25,0.61,3.85,0.75,0.1,0.9,25.4,-4.4,0.05,0.01,0,0,0
0.1,0.3,7,,48.5,,-1.09,,,0.2,8.2,-7.5,,,,0.42,35,0.85,0.3,0.1,0.2,-11,0,0.04,0.02,0.02,0.04
20.54,34.3,17.6,459.1,2.68,0.31,0.14,0.2,0.07,238.6,336.4,31.6,55.78,75.88,33.58,0.03,0.03,0.05,21.6,20.1,513.5,0,0.07,0.28,0.06,0.05,0.13
16.55,69.4,0.4,823.8,0.92,0.27,-0.04,0.03,0,84.2,111.7,-0.6,2.14,4.54,1.56,0.01,0,0,1.8,2.4,844.6,-14.5,0.18,0.18,7.98,0.89,0.82
30.41,165,117.1,,1.87,,0.12,,,434.5,4940.5,45.7,,,,0.13,,0.02,0,0,0,49.9,0,0,0.22,0.18,0.3
27.47,471.6,1190.7,1773.7,6.55,-0.31,0.17,0.45,0.14,725.1,2863.9,248.8,415.05,515.95,423.67,0.2,0.58,0.42,54.1,100.9,2038.6,265.5,0.3,0.06,0.09,0.08,0.25
0.77,0,2.3,,2.88,,-2.89,,,4.9,2.6,-5.5,,,,0.14,,0.88,0.2,0,0,-3.1,0,0.08,0,0,0
42.24,3.8,89.7,227.1,9.35,-0.15,0.14,0.37,0.09,62.6,199.7,20.5,37.49,41.59,26.61,0.13,0.27,0.45,5.2,4.1,327.1,28.8,0.34,0.05,0.01,0.01,0.02
5.75,9.1,4.2,4.3,1.81,-0.15,0.17,0.14,0.19,9.7,15,0.8,1.38,1.78,1.58,0.19,0.58,0.28,0.6,0.4,7.2,0.1,0,0.54,0.72,0.42,0.65
10.85,141.2,34.7,433.9,0.98,-0.37,0.06,0.2,0.01,144.6,355.3,2.4,29.33,46.83,40.17,0.2,0.08,0.1,5.9,17.5,439.9,-11.9,0.03,0.35,3.94,0.8,0.79
13.04,433.6,62.7,,1.24,,0.14,,,692.4,11114.1,45.3,,,,0.07,,0.01,2.9,0,0,49.2,0,0,0.88,0.47,0.57
25,335,28.5,447.6,3.53,-0.21,-3.68,0.17,-0.03,309.9,746,-12.5,51.7,82.8,62.48,0.03,0.06,0.04,19.3,31.1,481.6,67.2,0.05,0.67,0.42,0.3,0.99
9.02,6.4,6.9,73,1.27,0.44,0.07,0.14,0.06,59.7,77.9,4.3,11.88,17.28,4.72,0.08,0.09,0.09,8.8,5.4,73.6,3,0,0.38,0.08,0.08,0.1
18.33,477.7,14.4,3599.6,0.99,0.22,0.18,0.22,0.05,1418.8,2538.8,174.5,455.71,626.81,238.79,0.01,0,0.01,240.2,171.1,3403.8,174.5,0.06,0.67,0.51,0.34,0.33
2.02,0,7.4,1.1,,0,-0.07,,-0.45,0,7.5,-0.5,-0.55,-0.55,-0.55,0.8,6.73,0.99,0,0,1.1,-0.5,0,0,0,0,0
22.98,0,589.6,1881.2,7.6,0.1,0.23,0.7,0.12,373.9,1293.7,224.2,430.98,499.28,237.17,0.17,0.27,0.46,97.3,68.3,2219,224.2,0.01,0.27,0,0,0
37.05,12310,420,14057,1.29,0.18,0.12,0.11,0.07,20603,34663,1038,3290.74,4590.74,1800.37,0.02,0.03,0.01,1693,1300,13041,1038,0,0.66,0.84,0.46,0.59
51.45,56220,9907,29115,1.77,0.05,0.22,0.07,0.12,62333,192638,3516,6577.08,7335.08,4445.1,0.08,0.39,0.05,740,758,25601,0,0,0.02,0.88,0.47,0.78
38.33,1028.7,861.7,,1.21,,0.09,,,2597.5,22559.5,215.4,,,,0.21,,0.04,56.4,0,0,215.4,0.01,0,0.34,0.26,0.3
21.99,486.1,459,1902.7,1.05,-0.11,0.08,0.09,0.06,1413.9,2535.6,107.6,147.65,204.65,138.34,0.24,0.24,0.18,47.5,57,1880.6,107.1,0.11,0.13,0.33,0.25,0.26
45.25,48.8,53.7,245.4,10.33,-0.18,0.17,0.26,0.11,150.5,251.8,26.1,65.25,83.75,46.27,0.03,,0.21,25,18.5,0,29.9,0.45,0.16,0.03,0.03,0.24
68.34,42487,18111,,1.92,,0.14,,,104983,798660,11495,,,,0.08,,0.02,950,0,0,12332,0.01,0.01,0.24,0.19,0.35
6.8,288.8,4.3,417.4,0.66,-0.14,0.04,0.06,0.03,627,748.4,14.2,59.86,85.56,45.58,0.01,0.01,0.01,22.7,25.7,401.7,8.2,0.25,0.57,2.23,0.69,0.46
5.92,6.7,5.8,49,0.56,-0.6,0.2,0.23,0.07,17.7,28.9,3.4,6.6,7.3,6.46,0.37,0.16,0.2,0.3,0.7,35.9,-6.5,0.21,0.16,0.74,0.43,0.29
116.99,0,161.4,,0.92,,0.08,,,3134.4,16570.8,255.6,,,,0.05,,0.01,23,0,0,280.1,0,0.01,0,0,0
4.4,5.1,11.4,32,6.38,0.62,0.24,0.31,0.24,26.8,42.8,7.8,10.81,11.61,3.19,0.06,0.24,0.27,1.9,0.8,47.7,12.1,0.2,0.23,0.03,0.03,0.13
6.89,0.8,37.2,83.3,0.48,-0.54,-0.15,0.2,-0.13,38.3,115,-11.2,7.7,14,11.88,0.67,0.45,0.32,2.1,6.3,83.4,3.3,0.09,0.14,0.01,0.01,0.01
38.79,0,67.6,405,11.22,0.83,0.21,0.28,0.16,245.1,373.3,64.5,107.65,117.45,11.83,0.02,0.14,0.18,37.9,9.8,496.5,84.7,0.02,0.29,0,0,0
45.79,36.9,102.1,,2.35,,-0.38,,,136.6,1063,-76.8,,,,0.24,,0.1,4.1,0,0,68.4,0,0.02,0.1,0.09,0.15
13.2,0,11.7,32,1.92,0.02,0.16,0.28,0.12,12.5,30.4,3.8,5.59,5.89,3.46,0.33,0.36,0.38,0.4,0.3,32.7,0,0.04,0.02,0,0,0
22,0,715.6,1699.9,4.57,0.21,0.11,0.24,0.1,786.7,1843.9,169.3,241.22,278.02,151.39,0.17,0.39,0.39,29.3,36.8,1841,169.3,0.03,0.08,0,0,0
25.4,0,0,,,,,,,0,0,0,,,,,0,,0,0,477.2,61.6,,,,,
62.37,0,36,88.3,19.4,1.43,0.18,0.45,0.13,25.6,98.3,11.2,11.71,12.91,-5.05,0.07,0.27,0.37,2.6,1.2,134.8,27.7,0,0.03,0,0,0
6.28,25.5,9.1,16.4,1.46,-0.51,0.11,0.25,0.12,33.9,47.1,2,10.44,15.34,13.01,0.16,0.52,0.19,0.4,4.9,17.4,1.7,0,0.63,0.77,0.44,0.59
6.54,0,56,64.5,4.96,-0.8,0.04,0.22,0.05,21.8,104.3,3.3,7.44,11.64,8.48,0.34,0.78,0.54,1.3,4.2,71.7,2.5,0.12,0.08,0,0,0
39.9,1507.9,229.4,9508.8,4.38,-0.03,0.54,0.38,0.05,2208.8,6841.8,501.4,1109.68,1371.58,853.32,0.02,0.02,0.03,215.9,261.9,10071.8,501.4,0.17,0.24,0.18,0.15,0.62
30.81,274.8,4.3,228,1.53,1.57,0.07,0.08,0.07,522,810.3,16.5,64.73,85.53,-23.02,0.01,0.02,0.01,84.2,20.8,232.3,16.5,0,0.82,0.52,0.34,0.52
7.87,0,79.2,58.3,2.91,0.5,-0.12,-0.2,-0.29,64.3,158.9,-17.1,-12.57,-4.77,-6.28,0.3,1.37,0.5,1.5,7.8,57.9,-17.1,0.01,0.32,0,0,0
27.1,3293.6,215.6,706.7,3.12,-0.76,-0.16,0.09,-0.34,4549,5086,-239.2,399.36,728.76,702.92,0.01,0.26,0.04,42.2,329.4,821.9,-239.2,0.31,0.45,0.3,0.23,0.69
24.79,30.2,24.4,777,1.88,0.55,0.17,0.25,0.05,221,361.2,35.6,91.76,125.16,25.44,0.06,0.03,0.07,61.1,33.4,820.4,35.6,0,0.51,0.07,0.07,0.12
126.8,3835,877,16733,1.72,0.32,0.16,0.16,0.05,8555,16312,890.2,2180.31,3150.31,922.19,0.06,0.05,0.05,1521,970,18362,890.2,0.06,0.52,0.33,0.25,0.41
0.36,44,0,12.6,1.41,0.41,,-0.05,-0.58,34.9,39.9,-7.3,-1.67,-0.57,-0.99,0,0,0,0.4,1.1,12.7,-7.9,0.27,0.42,8.63,0.9,
72.05,857.5,344.8,2008.1,1.91,1.03,0.1,0.16,0.03,1085.5,3103.6,56.1,285.15,403.25,-5,0.14,0.17,0.11,285,118.1,2038.5,56.1,0,0.44,0.55,0.35,0.6
51.27,5861,69,5160,1.36,0.37,0.09,0.09,0.1,12022,17434,541,1624.88,2181.88,671.08,0,0.01,0,806,557,6559,541,0,0.76,0.55,0.36,0.49
12.95,10.2,14.5,,1.03,,-0.03,,,34.6,402.5,-1.2,,,,0.29,,0.04,0,0,0,2,0,0.02,0.25,0.2,0.21
14.06,115.2,9.1,24.1,1.65,-0.44,0,0.06,0,153.5,166.9,-0.1,9.18,14.18,13.18,0.03,,0.05,0.4,5,0,0,0,0.69,0.78,0.44,0.71
0.03,160,22.5,52.4,0.24,0.03,,-0.09,-1.4,587,37.7,-73.6,-52.47,-50.07,-50.72,0.14,0.44,0.6,0.3,2.4,51.2,-128.8,0,0.07,39.02,0.98,
15.86,0,7.2,665.1,3.47,-0.05,0.36,0.52,0.03,47.8,206.1,19.7,28.13,32.03,25.92,0.04,0.01,0.03,2.7,3.9,670.6,16.6,0.26,0.03,0,0,0
1.82,0,1.4,6.7,2.43,-0.51,-0.13,-0.06,-0.12,4.7,6.5,-0.8,-0.3,0.1,-0.46,0.11,0.18,0.22,0.3,0.4,7.6,-0.5,0.02,0.4,0,0,0
0.05,0.3,0.8,3.2,0.85,-0.01,-0.66,-0.37,-0.91,3.9,6.2,-2.9,-1.44,-0.74,-1.46,0.2,0.21,0.13,0.7,0.7,3.8,-4,0.05,0.55,0.08,0.07,0.06
8.17,106.3,6.5,,1.13,,0.08,,,141.7,503.4,3.2,,,,0.04,,0.01,0,0,0,3.6,0,0,1.75,0.64,0.72
6.2,0,13.3,21.3,16.8,0.85,0.09,0.38,0.08,6,25.2,1.7,3.78,4.58,0.35,0.12,0.48,0.53,1.5,0.8,27.9,2.5,0,0.13,0,0,0
1.11,0.7,1,12.2,4.09,0.75,0.05,0.13,0.02,5.5,8.4,0.3,0.85,1.15,0.18,0.04,0.08,0.12,0.6,0.3,13,0.9,0,0.23,0.03,0.03,0.11
0.01,893.3,460,97.9,0.8,1.46,-9.36,-0.04,-1.14,539,1042.9,-111.4,-19.7,28.8,9.11,0.51,4.56,0.44,9.9,48.5,100.8,-110.3,0,0.02,8933,1,0.99
